"","V1","V2"
"11983","IAMX","Danny Baranowsky"
"11984","IAMX","Doctor P"
"11985","IAMX","Eiffel 65"
"11986","IAMX","Flux Pavilion"
"11987","IAMX","Gorillaz"
"11988","IAMX","Hugo"
"11989","IAMX","Megadrive"
"11990","IAMX","Oliver"
"11991","IAMX","Pendulum"
"11992","IAMX","RJD2"
"11993","IAMX","Son Lux"
"11994","IAMX","Squarepusher"
"11995","IAMX","The Bloody Beetroots"
"11996","IAMX","The Glitch Mob"
"11997","IAMX","The xx"
"11998","IAMX","Thomas Barrandon"
"11999","IAMX","Two Door Cinema Club"
"12000","IAMX","Washed Out"
"12001","IAMX","Zeds Dead"
"12002","IAMX","Borgore"
"12003","IAMX","Bourgeoisie"
"12004","IAMX","Caravan Palace"
"12005","IAMX","Excision"
"12006","IAMX","Fingathing"
"12007","IAMX","Imogen Heap"
"12008","IAMX","Kid Koala"
"12009","IAMX","Kraddy"
"12010","IAMX","Lyre le temps"
"12011","IAMX","OVERWERK"
"12012","IAMX","Scissor Sisters"
"12013","IAMX","The Residents"
"12014","IAMX","Tosca"
"12015","IAMX","Tove Lo"
"12016","IAMX","X Ambassadors"
"12017","IAMX","Afrojack"
"12018","IAMX","Blockhead"
"12019","IAMX","Captain Jack"
"12020","IAMX","Electric Six"
"12021","IAMX","Fuck Buttons"
"12022","IAMX","Mindless Self Indulgence"
"12023","IAMX","OG Maco"
"12024","IAMX","Reggie Watts"
"12025","IAMX","Shpongle"
"12026","IAMX","The Slew"
"12027","IAMX","65daysofstatic"
"12028","IAMX","Haddaway"
"12029","IAMX","High Contrast"
"12030","IAMX","Mutemath"
"12031","IAMX","Nine Inch Nails"
"12032","IAMX","Ott"
"12033","IAMX","Radiohead"
"12034","IAMX","Rob Hubbard"
"12035","IAMX","Shulman"
"12036","IAMX","Skullee"
"12037","IAMX","The Bastard Fairies"
"12038","IAMX","Younger Brother"
"12039","Justice","Leftfield"
"12040","Justice","Light Club"
"12041","Justice","M|O|O|N"
"12042","Justice","MGMT"
"12043","Justice","Mr. Oizo"
"12044","Justice","Mr. Scruff"
"12045","Justice","Passion Pit"
"12046","Justice","Perturbator"
"12047","Justice","Santigold"
"12048","Justice","Shit Robot"
"12049","Justice","Sylvan Esso"
"12050","Justice","The Avalanches"
"12051","Justice","The Chemical Brothers"
"12052","Justice","twenty one pilots"
"12053","Justice","Underworld"
"12054","Justice","Aperture Science Psychoacoustics Laboratory"
"12055","Justice","Atlas Genius"
"12056","Justice","Carpenter Brut"
"12057","Justice","Caught a Ghost"
"12058","Justice","Danger"
"12059","Justice","Danny Baranowsky"
"12060","Justice","Doctor P"
"12061","Justice","Eiffel 65"
"12062","Justice","Flux Pavilion"
"12063","Justice","Gorillaz"
"12064","Justice","Hugo"
"12065","Justice","Megadrive"
"12066","Justice","Oliver"
"12067","Justice","Pendulum"
"12068","Justice","RJD2"
"12069","Justice","Son Lux"
"12070","Justice","Squarepusher"
"12071","Justice","The Bloody Beetroots"
"12072","Justice","The Glitch Mob"
"12073","Justice","The xx"
"12074","Justice","Thomas Barrandon"
"12075","Justice","Two Door Cinema Club"
"12076","Justice","Washed Out"
"12077","Justice","Zeds Dead"
"12078","Justice","Borgore"
"12079","Justice","Bourgeoisie"
"12080","Justice","Caravan Palace"
"12081","Justice","Excision"
"12082","Justice","Fingathing"
"12083","Justice","Imogen Heap"
"12084","Justice","Kid Koala"
"12085","Justice","Kraddy"
"12086","Justice","Lyre le temps"
"12087","Justice","OVERWERK"
"12088","Justice","Scissor Sisters"
"12089","Justice","The Residents"
"12090","Justice","Tosca"
"12091","Justice","Tove Lo"
"12092","Justice","X Ambassadors"
"12093","Justice","Afrojack"
"12094","Justice","Blockhead"
"12095","Justice","Captain Jack"
"12096","Justice","Electric Six"
"12097","Justice","Fuck Buttons"
"12098","Justice","Mindless Self Indulgence"
"12099","Justice","OG Maco"
"12100","Justice","Reggie Watts"
"12101","Justice","Shpongle"
"12102","Justice","The Slew"
"12103","Justice","65daysofstatic"
"12104","Justice","Haddaway"
"12105","Justice","High Contrast"
"12106","Justice","Mutemath"
"12107","Justice","Nine Inch Nails"
"12108","Justice","Ott"
"12109","Justice","Radiohead"
"12110","Justice","Rob Hubbard"
"12111","Justice","Shulman"
"12112","Justice","Skullee"
"12113","Justice","The Bastard Fairies"
"12114","Justice","Younger Brother"
"12115","Leftfield","Light Club"
"12116","Leftfield","M|O|O|N"
"12117","Leftfield","MGMT"
"12118","Leftfield","Mr. Oizo"
"12119","Leftfield","Mr. Scruff"
"12120","Leftfield","Passion Pit"
"12121","Leftfield","Perturbator"
"12122","Leftfield","Santigold"
"12123","Leftfield","Shit Robot"
"12124","Leftfield","Sylvan Esso"
"12125","Leftfield","The Avalanches"
"12126","Leftfield","The Chemical Brothers"
"12127","Leftfield","twenty one pilots"
"12128","Leftfield","Underworld"
"12129","Leftfield","Aperture Science Psychoacoustics Laboratory"
"12130","Leftfield","Atlas Genius"
"12131","Leftfield","Carpenter Brut"
"12132","Leftfield","Caught a Ghost"
"12133","Leftfield","Danger"
"12134","Leftfield","Danny Baranowsky"
"12135","Leftfield","Doctor P"
"12136","Leftfield","Eiffel 65"
"12137","Leftfield","Flux Pavilion"
"12138","Leftfield","Gorillaz"
"12139","Leftfield","Hugo"
"12140","Leftfield","Megadrive"
"12141","Leftfield","Oliver"
"12142","Leftfield","Pendulum"
"12143","Leftfield","RJD2"
"12144","Leftfield","Son Lux"
"12145","Leftfield","Squarepusher"
"12146","Leftfield","The Bloody Beetroots"
"12147","Leftfield","The Glitch Mob"
"12148","Leftfield","The xx"
"12149","Leftfield","Thomas Barrandon"
"12150","Leftfield","Two Door Cinema Club"
"12151","Leftfield","Washed Out"
"12152","Leftfield","Zeds Dead"
"12153","Leftfield","Borgore"
"12154","Leftfield","Bourgeoisie"
"12155","Leftfield","Caravan Palace"
"12156","Leftfield","Excision"
"12157","Leftfield","Fingathing"
"12158","Leftfield","Imogen Heap"
"12159","Leftfield","Kid Koala"
"12160","Leftfield","Kraddy"
"12161","Leftfield","Lyre le temps"
"12162","Leftfield","OVERWERK"
"12163","Leftfield","Scissor Sisters"
"12164","Leftfield","The Residents"
"12165","Leftfield","Tosca"
"12166","Leftfield","Tove Lo"
"12167","Leftfield","X Ambassadors"
"12168","Leftfield","Afrojack"
"12169","Leftfield","Blockhead"
"12170","Leftfield","Captain Jack"
"12171","Leftfield","Electric Six"
"12172","Leftfield","Fuck Buttons"
"12173","Leftfield","Mindless Self Indulgence"
"12174","Leftfield","OG Maco"
"12175","Leftfield","Reggie Watts"
"12176","Leftfield","Shpongle"
"12177","Leftfield","The Slew"
"12178","Leftfield","65daysofstatic"
"12179","Leftfield","Haddaway"
"12180","Leftfield","High Contrast"
"12181","Leftfield","Mutemath"
"12182","Leftfield","Nine Inch Nails"
"12183","Leftfield","Ott"
"12184","Leftfield","Radiohead"
"12185","Leftfield","Rob Hubbard"
"12186","Leftfield","Shulman"
"12187","Leftfield","Skullee"
"12188","Leftfield","The Bastard Fairies"
"12189","Leftfield","Younger Brother"
"12190","Light Club","M|O|O|N"
"12191","Light Club","MGMT"
"12192","Light Club","Mr. Oizo"
"12193","Light Club","Mr. Scruff"
"12194","Light Club","Passion Pit"
"12195","Light Club","Perturbator"
"12196","Light Club","Santigold"
"12197","Light Club","Shit Robot"
"12198","Light Club","Sylvan Esso"
"12199","Light Club","The Avalanches"
"12200","Light Club","The Chemical Brothers"
"12201","Light Club","twenty one pilots"
"12202","Light Club","Underworld"
"12203","Light Club","Aperture Science Psychoacoustics Laboratory"
"12204","Light Club","Atlas Genius"
"12205","Light Club","Carpenter Brut"
"12206","Light Club","Caught a Ghost"
"12207","Light Club","Danger"
"12208","Light Club","Danny Baranowsky"
"12209","Light Club","Doctor P"
"12210","Light Club","Eiffel 65"
"12211","Light Club","Flux Pavilion"
"12212","Light Club","Gorillaz"
"12213","Light Club","Hugo"
"12214","Light Club","Megadrive"
"12215","Light Club","Oliver"
"12216","Light Club","Pendulum"
"12217","Light Club","RJD2"
"12218","Light Club","Son Lux"
"12219","Light Club","Squarepusher"
"12220","Light Club","The Bloody Beetroots"
"12221","Light Club","The Glitch Mob"
"12222","Light Club","The xx"
"12223","Light Club","Thomas Barrandon"
"12224","Light Club","Two Door Cinema Club"
"12225","Light Club","Washed Out"
"12226","Light Club","Zeds Dead"
"12227","Light Club","Borgore"
"12228","Light Club","Bourgeoisie"
"12229","Light Club","Caravan Palace"
"12230","Light Club","Excision"
"12231","Light Club","Fingathing"
"12232","Light Club","Imogen Heap"
"12233","Light Club","Kid Koala"
"12234","Light Club","Kraddy"
"12235","Light Club","Lyre le temps"
"12236","Light Club","OVERWERK"
"12237","Light Club","Scissor Sisters"
"12238","Light Club","The Residents"
"12239","Light Club","Tosca"
"12240","Light Club","Tove Lo"
"12241","Light Club","X Ambassadors"
"12242","Light Club","Afrojack"
"12243","Light Club","Blockhead"
"12244","Light Club","Captain Jack"
"12245","Light Club","Electric Six"
"12246","Light Club","Fuck Buttons"
"12247","Light Club","Mindless Self Indulgence"
"12248","Light Club","OG Maco"
"12249","Light Club","Reggie Watts"
"12250","Light Club","Shpongle"
"12251","Light Club","The Slew"
"12252","Light Club","65daysofstatic"
"12253","Light Club","Haddaway"
"12254","Light Club","High Contrast"
"12255","Light Club","Mutemath"
"12256","Light Club","Nine Inch Nails"
"12257","Light Club","Ott"
"12258","Light Club","Radiohead"
"12259","Light Club","Rob Hubbard"
"12260","Light Club","Shulman"
"12261","Light Club","Skullee"
"12262","Light Club","The Bastard Fairies"
"12263","Light Club","Younger Brother"
"12264","M|O|O|N","MGMT"
"12265","M|O|O|N","Mr. Oizo"
"12266","M|O|O|N","Mr. Scruff"
"12267","M|O|O|N","Passion Pit"
"12268","M|O|O|N","Perturbator"
"12269","M|O|O|N","Santigold"
"12270","M|O|O|N","Shit Robot"
"12271","M|O|O|N","Sylvan Esso"
"12272","M|O|O|N","The Avalanches"
"12273","M|O|O|N","The Chemical Brothers"
"12274","M|O|O|N","twenty one pilots"
"12275","M|O|O|N","Underworld"
"12276","M|O|O|N","Aperture Science Psychoacoustics Laboratory"
"12277","M|O|O|N","Atlas Genius"
"12278","M|O|O|N","Carpenter Brut"
"12279","M|O|O|N","Caught a Ghost"
"12280","M|O|O|N","Danger"
"12281","M|O|O|N","Danny Baranowsky"
"12282","M|O|O|N","Doctor P"
"12283","M|O|O|N","Eiffel 65"
"12284","M|O|O|N","Flux Pavilion"
"12285","M|O|O|N","Gorillaz"
"12286","M|O|O|N","Hugo"
"12287","M|O|O|N","Megadrive"
"12288","M|O|O|N","Oliver"
"12289","M|O|O|N","Pendulum"
"12290","M|O|O|N","RJD2"
"12291","M|O|O|N","Son Lux"
"12292","M|O|O|N","Squarepusher"
"12293","M|O|O|N","The Bloody Beetroots"
"12294","M|O|O|N","The Glitch Mob"
"12295","M|O|O|N","The xx"
"12296","M|O|O|N","Thomas Barrandon"
"12297","M|O|O|N","Two Door Cinema Club"
"12298","M|O|O|N","Washed Out"
"12299","M|O|O|N","Zeds Dead"
"12300","M|O|O|N","Borgore"
"12301","M|O|O|N","Bourgeoisie"
"12302","M|O|O|N","Caravan Palace"
"12303","M|O|O|N","Excision"
"12304","M|O|O|N","Fingathing"
"12305","M|O|O|N","Imogen Heap"
"12306","M|O|O|N","Kid Koala"
"12307","M|O|O|N","Kraddy"
"12308","M|O|O|N","Lyre le temps"
"12309","M|O|O|N","OVERWERK"
"12310","M|O|O|N","Scissor Sisters"
"12311","M|O|O|N","The Residents"
"12312","M|O|O|N","Tosca"
"12313","M|O|O|N","Tove Lo"
"12314","M|O|O|N","X Ambassadors"
"12315","M|O|O|N","Afrojack"
"12316","M|O|O|N","Blockhead"
"12317","M|O|O|N","Captain Jack"
"12318","M|O|O|N","Electric Six"
"12319","M|O|O|N","Fuck Buttons"
"12320","M|O|O|N","Mindless Self Indulgence"
"12321","M|O|O|N","OG Maco"
"12322","M|O|O|N","Reggie Watts"
"12323","M|O|O|N","Shpongle"
"12324","M|O|O|N","The Slew"
"12325","M|O|O|N","65daysofstatic"
"12326","M|O|O|N","Haddaway"
"12327","M|O|O|N","High Contrast"
"12328","M|O|O|N","Mutemath"
"12329","M|O|O|N","Nine Inch Nails"
"12330","M|O|O|N","Ott"
"12331","M|O|O|N","Radiohead"
"12332","M|O|O|N","Rob Hubbard"
"12333","M|O|O|N","Shulman"
"12334","M|O|O|N","Skullee"
"12335","M|O|O|N","The Bastard Fairies"
"12336","M|O|O|N","Younger Brother"
"12337","MGMT","Mr. Oizo"
"12338","MGMT","Mr. Scruff"
"12339","MGMT","Passion Pit"
"12340","MGMT","Perturbator"
"12341","MGMT","Santigold"
"12342","MGMT","Shit Robot"
"12343","MGMT","Sylvan Esso"
"12344","MGMT","The Avalanches"
"12345","MGMT","The Chemical Brothers"
"12346","MGMT","twenty one pilots"
"12347","MGMT","Underworld"
"12348","MGMT","Aperture Science Psychoacoustics Laboratory"
"12349","MGMT","Atlas Genius"
"12350","MGMT","Carpenter Brut"
"12351","MGMT","Caught a Ghost"
"12352","MGMT","Danger"
"12353","MGMT","Danny Baranowsky"
"12354","MGMT","Doctor P"
"12355","MGMT","Eiffel 65"
"12356","MGMT","Flux Pavilion"
"12357","MGMT","Gorillaz"
"12358","MGMT","Hugo"
"12359","MGMT","Megadrive"
"12360","MGMT","Oliver"
"12361","MGMT","Pendulum"
"12362","MGMT","RJD2"
"12363","MGMT","Son Lux"
"12364","MGMT","Squarepusher"
"12365","MGMT","The Bloody Beetroots"
"12366","MGMT","The Glitch Mob"
"12367","MGMT","The xx"
"12368","MGMT","Thomas Barrandon"
"12369","MGMT","Two Door Cinema Club"
"12370","MGMT","Washed Out"
"12371","MGMT","Zeds Dead"
"12372","MGMT","Borgore"
"12373","MGMT","Bourgeoisie"
"12374","MGMT","Caravan Palace"
"12375","MGMT","Excision"
"12376","MGMT","Fingathing"
"12377","MGMT","Imogen Heap"
"12378","MGMT","Kid Koala"
"12379","MGMT","Kraddy"
"12380","MGMT","Lyre le temps"
"12381","MGMT","OVERWERK"
"12382","MGMT","Scissor Sisters"
"12383","MGMT","The Residents"
"12384","MGMT","Tosca"
"12385","MGMT","Tove Lo"
"12386","MGMT","X Ambassadors"
"12387","MGMT","Afrojack"
"12388","MGMT","Blockhead"
"12389","MGMT","Captain Jack"
"12390","MGMT","Electric Six"
"12391","MGMT","Fuck Buttons"
"12392","MGMT","Mindless Self Indulgence"
"12393","MGMT","OG Maco"
"12394","MGMT","Reggie Watts"
"12395","MGMT","Shpongle"
"12396","MGMT","The Slew"
"12397","MGMT","65daysofstatic"
"12398","MGMT","Haddaway"
"12399","MGMT","High Contrast"
"12400","MGMT","Mutemath"
"12401","MGMT","Nine Inch Nails"
"12402","MGMT","Ott"
"12403","MGMT","Radiohead"
"12404","MGMT","Rob Hubbard"
"12405","MGMT","Shulman"
"12406","MGMT","Skullee"
"12407","MGMT","The Bastard Fairies"
"12408","MGMT","Younger Brother"
"12409","Mr. Oizo","Mr. Scruff"
"12410","Mr. Oizo","Passion Pit"
"12411","Mr. Oizo","Perturbator"
"12412","Mr. Oizo","Santigold"
"12413","Mr. Oizo","Shit Robot"
"12414","Mr. Oizo","Sylvan Esso"
"12415","Mr. Oizo","The Avalanches"
"12416","Mr. Oizo","The Chemical Brothers"
"12417","Mr. Oizo","twenty one pilots"
"12418","Mr. Oizo","Underworld"
"12419","Mr. Oizo","Aperture Science Psychoacoustics Laboratory"
"12420","Mr. Oizo","Atlas Genius"
"12421","Mr. Oizo","Carpenter Brut"
"12422","Mr. Oizo","Caught a Ghost"
"12423","Mr. Oizo","Danger"
"12424","Mr. Oizo","Danny Baranowsky"
"12425","Mr. Oizo","Doctor P"
"12426","Mr. Oizo","Eiffel 65"
"12427","Mr. Oizo","Flux Pavilion"
"12428","Mr. Oizo","Gorillaz"
"12429","Mr. Oizo","Hugo"
"12430","Mr. Oizo","Megadrive"
"12431","Mr. Oizo","Oliver"
"12432","Mr. Oizo","Pendulum"
"12433","Mr. Oizo","RJD2"
"12434","Mr. Oizo","Son Lux"
"12435","Mr. Oizo","Squarepusher"
"12436","Mr. Oizo","The Bloody Beetroots"
"12437","Mr. Oizo","The Glitch Mob"
"12438","Mr. Oizo","The xx"
"12439","Mr. Oizo","Thomas Barrandon"
"12440","Mr. Oizo","Two Door Cinema Club"
"12441","Mr. Oizo","Washed Out"
"12442","Mr. Oizo","Zeds Dead"
"12443","Mr. Oizo","Borgore"
"12444","Mr. Oizo","Bourgeoisie"
"12445","Mr. Oizo","Caravan Palace"
"12446","Mr. Oizo","Excision"
"12447","Mr. Oizo","Fingathing"
"12448","Mr. Oizo","Imogen Heap"
"12449","Mr. Oizo","Kid Koala"
"12450","Mr. Oizo","Kraddy"
"12451","Mr. Oizo","Lyre le temps"
"12452","Mr. Oizo","OVERWERK"
"12453","Mr. Oizo","Scissor Sisters"
"12454","Mr. Oizo","The Residents"
"12455","Mr. Oizo","Tosca"
"12456","Mr. Oizo","Tove Lo"
"12457","Mr. Oizo","X Ambassadors"
"12458","Mr. Oizo","Afrojack"
"12459","Mr. Oizo","Blockhead"
"12460","Mr. Oizo","Captain Jack"
"12461","Mr. Oizo","Electric Six"
"12462","Mr. Oizo","Fuck Buttons"
"12463","Mr. Oizo","Mindless Self Indulgence"
"12464","Mr. Oizo","OG Maco"
"12465","Mr. Oizo","Reggie Watts"
"12466","Mr. Oizo","Shpongle"
"12467","Mr. Oizo","The Slew"
"12468","Mr. Oizo","65daysofstatic"
"12469","Mr. Oizo","Haddaway"
"12470","Mr. Oizo","High Contrast"
"12471","Mr. Oizo","Mutemath"
"12472","Mr. Oizo","Nine Inch Nails"
"12473","Mr. Oizo","Ott"
"12474","Mr. Oizo","Radiohead"
"12475","Mr. Oizo","Rob Hubbard"
"12476","Mr. Oizo","Shulman"
"12477","Mr. Oizo","Skullee"
"12478","Mr. Oizo","The Bastard Fairies"
"12479","Mr. Oizo","Younger Brother"
"12480","Mr. Scruff","Passion Pit"
"12481","Mr. Scruff","Perturbator"
"12482","Mr. Scruff","Santigold"
"12483","Mr. Scruff","Shit Robot"
"12484","Mr. Scruff","Sylvan Esso"
"12485","Mr. Scruff","The Avalanches"
"12486","Mr. Scruff","The Chemical Brothers"
"12487","Mr. Scruff","twenty one pilots"
"12488","Mr. Scruff","Underworld"
"12489","Mr. Scruff","Aperture Science Psychoacoustics Laboratory"
"12490","Mr. Scruff","Atlas Genius"
"12491","Mr. Scruff","Carpenter Brut"
"12492","Mr. Scruff","Caught a Ghost"
"12493","Mr. Scruff","Danger"
"12494","Mr. Scruff","Danny Baranowsky"
"12495","Mr. Scruff","Doctor P"
"12496","Mr. Scruff","Eiffel 65"
"12497","Mr. Scruff","Flux Pavilion"
"12498","Mr. Scruff","Gorillaz"
"12499","Mr. Scruff","Hugo"
"12500","Mr. Scruff","Megadrive"
"12501","Mr. Scruff","Oliver"
"12502","Mr. Scruff","Pendulum"
"12503","Mr. Scruff","RJD2"
"12504","Mr. Scruff","Son Lux"
"12505","Mr. Scruff","Squarepusher"
"12506","Mr. Scruff","The Bloody Beetroots"
"12507","Mr. Scruff","The Glitch Mob"
"12508","Mr. Scruff","The xx"
"12509","Mr. Scruff","Thomas Barrandon"
"12510","Mr. Scruff","Two Door Cinema Club"
"12511","Mr. Scruff","Washed Out"
"12512","Mr. Scruff","Zeds Dead"
"12513","Mr. Scruff","Borgore"
"12514","Mr. Scruff","Bourgeoisie"
"12515","Mr. Scruff","Caravan Palace"
"12516","Mr. Scruff","Excision"
"12517","Mr. Scruff","Fingathing"
"12518","Mr. Scruff","Imogen Heap"
"12519","Mr. Scruff","Kid Koala"
"12520","Mr. Scruff","Kraddy"
"12521","Mr. Scruff","Lyre le temps"
"12522","Mr. Scruff","OVERWERK"
"12523","Mr. Scruff","Scissor Sisters"
"12524","Mr. Scruff","The Residents"
"12525","Mr. Scruff","Tosca"
"12526","Mr. Scruff","Tove Lo"
"12527","Mr. Scruff","X Ambassadors"
"12528","Mr. Scruff","Afrojack"
"12529","Mr. Scruff","Blockhead"
"12530","Mr. Scruff","Captain Jack"
"12531","Mr. Scruff","Electric Six"
"12532","Mr. Scruff","Fuck Buttons"
"12533","Mr. Scruff","Mindless Self Indulgence"
"12534","Mr. Scruff","OG Maco"
"12535","Mr. Scruff","Reggie Watts"
"12536","Mr. Scruff","Shpongle"
"12537","Mr. Scruff","The Slew"
"12538","Mr. Scruff","65daysofstatic"
"12539","Mr. Scruff","Haddaway"
"12540","Mr. Scruff","High Contrast"
"12541","Mr. Scruff","Mutemath"
"12542","Mr. Scruff","Nine Inch Nails"
"12543","Mr. Scruff","Ott"
"12544","Mr. Scruff","Radiohead"
"12545","Mr. Scruff","Rob Hubbard"
"12546","Mr. Scruff","Shulman"
